"","Indicator","Urban","Rural","Total","NFHS4","state","Flag_Urban","Flag_Rural","Flag_Total","Flag_NFHS4"
"2425","67. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",NA,100,100,94.1,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2426","68. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",NA,0,0,5.9,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2427","69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",9.3,3.3,5.5,1.8,"Sikkim","","","",""
"2428","70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,64.2,NA,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"2429","71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,50,NA,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"2430","72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,56.6,NA,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"2431","73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.8,0.7,0.7,0.3,"Sikkim","","","",""
"2432","74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,57.4,59.5,63.8,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","","Based on 25-49 unweighted cases"
"2433","75. Children under age 3 years breastfed within one hour of birth15 (%)",32.9,33.1,33,66.5,"Sikkim","Based on 25-49 unweighted cases","","",""
"2434","76. Children under age 6 months exclusively breastfed16 (%)",NA,29.7,28.3,54.6,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2435","77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,58.2,57.4,61.8,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases",""
"2436","78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,29,23,23.1,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2437","79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,35,NA,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"2438","80. Total children age 6-23 months receiving an adequate diet16, 17 (%)",NA,31.9,24.7,23.1,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2439","81. Children under 5 years who are stunted (height-for-age)18 (%)",15.1,25.6,22.3,29.6,"Sikkim","","","",""
"2440","82. Children under 5 years who are wasted (weight-for-height)18 (%)",13.2,13.9,13.7,14.2,"Sikkim","","","",""
"2441","83. Children under 5 years who are severely wasted (weight-for-height)19 (%)",6.4,6.7,6.6,5.9,"Sikkim","","","",""
"2442","84. Children under 5 years who are underweight (weight-for-age)18 (%)",9,14.9,13.1,14.2,"Sikkim","","","",""
"2443","85. Children under 5 years who are overweight (weight-for-height)20 (%)",3.5,12.2,9.6,8.6,"Sikkim","","","",""
"2444","86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",6.1,5.6,5.8,6.4,"Sikkim","","","",""
"2445","87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%)",5.8,4.4,4.9,2.4,"Sikkim","","","",""
"2446","88. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",41,30.8,34.7,26.7,"Sikkim","","","",""
"2447","89. Men who are overweight or obese (BMI ≥25.0 kg/m2) (%)",40.1,33.9,36.3,34.8,"Sikkim","","","",""
"2448","90. Women who have high risk waist-to-hip ratio (≥0.85) (%)",71.9,78,75.6,NA,"Sikkim","","","",""
"2449","91. Men who have high risk waist-to-hip ratio (≥0.90) (%)",36.6,69.3,56.7,NA,"Sikkim","","","",""
"2450","92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",54.8,57.1,56.4,55.1,"Sikkim","","","",""
"2451","93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",42.2,42,42.1,35.2,"Sikkim","","","",""
"2452","94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,34,40.7,23.6,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2453","95. All women age 15-49 years who are anaemic22 (%)",42.4,41.9,42.1,34.9,"Sikkim","","","",""
"2454","96. All women age 15-19 years who are anaemic22 (%)",53,43.7,46.7,48.7,"Sikkim","Based on 25-49 unweighted cases","","",""
"2455","97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%)",15,21,18.7,15.8,"Sikkim","","","",""
"2456","98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%)",NA,23.1,17.6,16.7,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","",""
"2457","99. Blood sugar level - high (141-160 mg/dl)23 (%)",7.6,5.5,6.2,NA,"Sikkim","","","",""
"2458","100. Blood sugar level - very high (>160 mg/dl)23 (%)",4.9,4.5,4.7,NA,"Sikkim","","","",""
"2459","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",14.6,10.9,12.2,NA,"Sikkim","","","",""
"2460","102. Blood sugar level - high (141-160 mg/dl)23 (%)",6.9,7.7,7.5,NA,"Sikkim","","","",""
"2461","103. Blood sugar level - very high (>160 mg/dl)23 (%)",8.1,6.4,7,NA,"Sikkim","","","",""
"2462","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16.2,15.5,15.7,NA,"Sikkim","","","",""
"2463","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",16.7,19.5,18.5,NA,"Sikkim","","","",""
"2464","106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%)",10.7,12.4,11.8,NA,"Sikkim","","","",""
"2465","107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",32.3,35.8,34.5,NA,"Sikkim","","","",""
"2466","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",24.5,25.2,25,NA,"Sikkim","","","",""
"2467","109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%)",11.1,15.2,13.9,NA,"Sikkim","","","",""
"2468","110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",38.6,43.1,41.6,NA,"Sikkim","","","",""
"2469","111. Ever undergone a screening test for cervical cancer (%)",0.7,0.5,0.6,NA,"Sikkim","","","",""
"2470","112. Ever undergone a breast examination for breast cancer (%)",0,0.2,0.1,NA,"Sikkim","","","",""
"2471","113. Ever undergone an oral cavity examination for oral cancer (%)",1.4,0.4,0.8,NA,"Sikkim","","","",""
"2472","114. Ever undergone an oral cavity examination for oral cancer (%)",7.1,2.3,4,NA,"Sikkim","Based on 25-49 unweighted cases","","",""
"2473","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",34.1,17.2,23.9,25.5,"Sikkim","","","",""
"2474","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",23.4,15.2,18.5,36.1,"Sikkim","","","",""
"2475","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",80.1,67.1,72.2,62.7,"Sikkim","","","",""
"2476","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",80,86.2,83.7,72.9,"Sikkim","","","",""
"2477","119. Currently married women who usually participate in three household decisions25 (%)",80.5,93.9,89.7,95.3,"Sikkim","Based on 25-49 unweighted cases","","",""
"2478","120. Women who worked in the last 12 months and were paid in cash (%)",38.1,29.3,32.7,19.9,"Sikkim","","","",""
"2479","121. Women owning a house and/or land (alone or jointly with others) (%)",56.9,50.6,53.1,24.8,"Sikkim","","","",""
"2480","122. Women having a bank or savings account that they themselves use (%)",76,76.7,76.4,63.5,"Sikkim","","","",""
"2481","123. Women having a mobile phone that they themselves use (%)",96.9,83.3,88.6,79.8,"Sikkim","","","",""
"2482","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",87.1,85.7,86.3,84.6,"Sikkim","","","",""
"2483","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",13.1,11.7,12.1,2.6,"Sikkim","Based on 25-49 unweighted cases","","",""
"2484","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",0.4,2.4,1.9,0.4,"Sikkim","Based on 25-49 unweighted cases","","",""
"2485","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",3.2,3.1,3.2,1.4,"Sikkim","Based on 25-49 unweighted cases","","",""
"2486","128. Women age 15 years and above who use any kind of tobacco (%)",7.9,14.1,11.7,NA,"Sikkim","","","",""
"2487","129. Men age 15 years and above who use any kind of tobacco (%)",38,43.3,41.3,NA,"Sikkim","","","",""
"2488","130. Women age 15 years and above who consume alcohol (%)",12.7,18.4,16.2,NA,"Sikkim","","","",""
"2489","131. Men age 15 years and above who consume alcohol (%)",37.6,41.1,39.8,NA,"Sikkim","","","",""
"2490","1. Female population age 6 years and above who ever attended school (%)",75.9,52.4,60.9,62.6,"Telangana","","","",""
"2491","2. Population below age 15 years (%)",23.4,22,22.5,25.1,"Telangana","","","",""
"2492","3. Sex ratio of the total population (females per 1,000 males)",1015,1070,1049,1007,"Telangana","","","",""
"2493","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",873,907,894,872,"Telangana","","","",""
"2494","5. Children under age 5 years whose birth was registered with the civil authority (%)",92.9,88,90,83.1,"Telangana","","","",""
"2495","6. Deaths in the last 3 years registered with the civil authority (%)",79,71.3,73.5,NA,"Telangana","","","",""
"2496","7. Population living in households with electricity (%)",99.8,99.4,99.6,98.9,"Telangana","","","",""
"2497","8. Population living in households with an improved drinking-water source1 (%)",99.4,98.4,98.7,97.7,"Telangana","","","",""
"2498","9. Population living in households that use an improved sanitation facility2 (%)",81.8,72.9,76.2,52.3,"Telangana","","","",""
"2499","10. Households using clean fuel for cooking3 (%)",98.2,88.3,91.8,67.3,"Telangana","","","",""
"2500","11. Households using iodized salt (%)",97.8,94.8,95.8,95.8,"Telangana","","","",""
"2501","12. Households with any usual member covered under a health insurance/financing scheme (%)",52.9,65,60.8,66.4,"Telangana","","","",""
"2502","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",16.7,14.3,15.3,NA,"Telangana","","","",""
"2503","14. Women who are literate4 (%)",81,58.1,66.6,NA,"Telangana","","","",""
"2504","15. Men who are literate4 (%)",90.2,81.3,84.8,NA,"Telangana","","","",""
"2505","16. Women with 10 or more years of schooling (%)",60.9,36.3,45.5,43.6,"Telangana","","","",""
"2506","17. Men with 10 or more years of schooling (%)",71,54.6,61.2,54.5,"Telangana","","","",""
"2507","18. Women who have ever used the internet (%)",43.9,15.8,26.5,NA,"Telangana","","","",""
"2508","19. Men who have ever used the internet (%)",72.3,46.7,57.4,NA,"Telangana","","","",""
"2509","20. Women age 20-24 years married before age 18 years (%)",16.7,27.4,23.5,26.2,"Telangana","","","",""
"2510","21. Men age 25-29 years married before age 21 years (%)",9.1,21.1,16.3,17.8,"Telangana","","","",""
"2511","22. Total fertility rate (children per woman)",1.8,1.7,1.8,1.8,"Telangana","","","",""
"2512","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",3.1,7.4,5.8,10.6,"Telangana","","","",""
"2513","24. Adolescent fertility rate for women age 15-19 years5",34,56,48,67,"Telangana","","","",""
"2514","25. Neonatal mortality rate (NNMR)",13.8,18.8,16.8,20,"Telangana","","","",""
"2515","26. Infant mortality rate (IMR)",22,29.3,26.4,27.7,"Telangana","","","",""
"2516","27. Under-five mortality rate (U5MR)",24.7,32.4,29.4,31.7,"Telangana","","","",""
"2517","28. Any method6 (%)",69,67.6,68.1,57.2,"Telangana","","","",""
"2518","29. Any modern method6 (%)",66.9,66.5,66.7,57,"Telangana","","","",""
"2519","30. Female sterilization (%)",61.3,62.2,61.9,54.2,"Telangana","","","",""
"2520","31. Male sterilization (%)",1.4,2.3,2,1.6,"Telangana","","","",""
"2521","32. IUD/PPIUD (%)",1,0.2,0.5,0.4,"Telangana","","","",""
"2522","33. Pill (%)",1.2,0.5,0.8,0.3,"Telangana","","","",""
"2523","34. Condom (%)",1.3,0.5,0.8,0.5,"Telangana","","","",""
"2524","35. Injectables (%)",0.1,0.1,0.1,0,"Telangana","","","",""
"2525","36. Total unmet need7 (%)",7.1,6.1,6.4,7.4,"Telangana","","","",""
"2526","37. Unmet need for spacing7 (%)",3.1,2.6,2.8,3.8,"Telangana","","","",""
"2527","38. Health worker ever talked to female non-users about family planning (%)",17.2,16.9,17,9.6,"Telangana","","","",""
"2528","39. Current users ever told about side effects of current method8 (%)",52.4,47.2,49.2,25.1,"Telangana","","","",""
"2529","40. Mothers who had an antenatal check-up in the first trimester (%)",89.8,87.6,88.5,83.1,"Telangana","","","",""
"2530","41. Mothers who had at least 4 antenatal care visits (%)",71.1,70,70.4,74.9,"Telangana","","","",""
"2531","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",89.5,89.7,89.6,88.8,"Telangana","","","",""
"2532","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",63.2,54.6,57.9,52.7,"Telangana","","","",""
"2533","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",37,32.7,34.4,28.8,"Telangana","","","",""
"2534","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",94.8,97.8,96.7,89.1,"Telangana","","","",""
"2535","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",88,87.3,87.6,81.7,"Telangana","","","",""
"2536","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3594,3966,3846,4218,"Telangana","","","",""
"2537","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,14.6,15.6,9,"Telangana","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2538","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91.5,88.9,90,NA,"Telangana","","","",""
"2539","50. Institutional births (%)",97.7,96.6,97,91.5,"Telangana","","","",""
"2540","51. Institutional births in public facility (%)",43.4,53.6,49.7,30.5,"Telangana","","","",""
"2541","52. Home births that were conducted by skilled health personnel10 (%)",0.7,1.7,1.3,2.8,"Telangana","","","",""
"2542","53. Births attended by skilled health personnel10 (%)",94.6,92.9,93.6,91.3,"Telangana","","","",""
"2543","54. Births delivered by caesarean section (%)",64.3,58.4,60.7,57.7,"Telangana","","","",""
"2544","55. Births in a private health facility that were delivered by caesarean section (%)",82.7,80.6,81.5,74.5,"Telangana","","","",""
"2545","56. Births in a public health facility that were delivered by caesarean section (%)",44.8,44.3,44.5,40.3,"Telangana","","","",""
"2546","57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",74.7,81.5,79.1,67.5,"Telangana","","","",""
"2547","58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",85.7,88.3,87.4,79.1,"Telangana","","","",""
